"","logFC","AveExpr","t","P.Value","adj.P.Val","B","TC_ID"
"TC11001505.hg.1",-1.06354842424242,4.39836243434344,-4.42043282308797,1.61838638006902e-05,0.00011830979857117,2.39643145370315,"TC11001505.hg.1"
"TC03003141.hg.1",-1.00647711515152,2.42972094949495,-4.41931393037076,1.62603152450675e-05,0.00011879480079021,2.39195863296571,"TC03003141.hg.1"
"TC08000700.hg.1",-1.07704453333334,6.66209943434344,-4.40212525144077,1.74792741981477e-05,0.000126598629380299,2.32336281617482,"TC08000700.hg.1"
"TC03001885.hg.1",-1.14030128545455,2.15419026212121,-4.38295604592707,1.89421124660539e-05,0.000135868042864475,2.24712198234904,"TC03001885.hg.1"
"TC05001804.hg.1",-1.04924198787879,7.57169037373737,-4.35563191553311,2.12318358552382e-05,0.000150387675962139,2.13891994178007,"TC05001804.hg.1"
"TC01003050.hg.1",-1.25754281818182,4.42207534848485,-4.30097677784181,2.66334554241929e-05,0.000183133049695033,1.9241642744841,"TC01003050.hg.1"
"TC01000939.hg.1",-1.06957297575758,7.56411561111111,-4.19600330020519,4.09161436689168e-05,0.000266783394966995,1.51801068551041,"TC01000939.hg.1"
"TC02004944.hg.1",-1.05643923030302,7.42879748989899,-4.03724716838551,7.71472557793656e-05,0.000465729833875038,0.919763759972892,"TC02004944.hg.1"
"TC07000768.hg.1",-1.22514865454546,4.89362681818182,-4.01353674379734,8.46777058920329e-05,0.00050505123922732,0.832087592007889,"TC07000768.hg.1"
"TC02003398.hg.1",-1.13375032121212,8.09565997474747,-3.98458436066248,9.4823596021599e-05,0.000556945486985194,0.725622341479576,"TC02003398.hg.1"
"TC12000471.hg.1",-1.86663088484848,8.00352702020202,-3.91609980382281,0.000123623049035568,0.000701784455214954,0.476402033226163,"TC12000471.hg.1"
"TC15000092.hg.1",-1.23754832727273,4.79613918181818,-3.90878514657518,0.000127148881794262,0.000718265467933459,0.450001618825365,"TC15000092.hg.1"
"TC0X001279.hg.1",-1.10959086666667,5.37491148989899,-3.90652819662566,0.000128255922187767,0.000723425769851064,0.44186425206402,"TC0X001279.hg.1"
"TC05002693.hg.1",-1.08184904242424,7.99817819191919,-3.89757121138423,0.000132740240537349,0.000745202991833744,0.409609776025988,"TC05002693.hg.1"
"TC16001572.hg.1",-1.00437556969697,4.87004008585859,-3.73069246657345,0.00024906170186384,0.00128499366453607,-0.179658046250729,"TC16001572.hg.1"
"TC11000837.hg.1",-1.10255993939394,6.12111144444445,-3.51499978030395,0.000544482848816917,0.00252583593159547,-0.90798939042477,"TC11000837.hg.1"
"TC11001415.hg.1",-1.10969715151515,5.82106125252525,-3.43070674363601,0.000732006664613179,0.00325701521174716,-1.18224177634226,"TC11001415.hg.1"
"TC01000594.hg.1",-1.00065373333333,4.65331997979798,-2.8735053466766,0.00450032142323637,0.0152650746828386,-2.84405131766404,"TC01000594.hg.1"
